板块,公司全称,A股代码,A股简称,A股上市日期,所属行业
创业板,江苏润和软件股份有限公司,300339,润和软件,2012-07-18,I 信息技术
创业板,江门市科恒实业股份有限公司,300340,科恒股份,2012-07-26,C 制造业
创业板,麦克奥迪（厦门）电气股份有限公司,300341,麦克奥迪,2012-07-26,C 制造业
创业板,常熟市天银机电股份有限公司,300342,天银机电,2012-07-26,C 制造业
创业板,山东联创产业发展集团股份有限公司,300343,联创股份,2012-08-01,I 信息技术
创业板,立方数科股份有限公司,300344,立方数科,2012-08-01,L 商务服务
创业板,湖南华民控股集团股份有限公司,300345,华民股份,2012-08-01,C 制造业
创业板,江苏南大光电材料股份有限公司,300346,南大光电,2012-08-07,C 制造业
创业板,杭州泰格医药科技股份有限公司,300347,泰格医药,2012-08-17,Q 卫生
创业板,深圳市长亮科技股份有限公司,300348,长亮科技,2012-08-17,I 信息技术
创业板,金卡智能集团股份有限公司,300349,金卡智能,2012-08-17,I 信息技术
创业板,华鹏飞股份有限公司,300350,华鹏飞,2012-08-21,I 信息技术
创业板,浙江永贵电器股份有限公司,300351,永贵电器,2012-09-20,C 制造业
创业板,北京北信源软件股份有限公司,300352,北信源,2012-09-12,I 信息技术
创业板,北京东土科技股份有限公司,300353,东土科技,2012-09-27,C 制造业
创业板,江苏东华测试技术股份有限公司,300354,东华测试,2012-09-20,C 制造业
创业板,内蒙古蒙草生态环境（集团）股份有限公司,300355,蒙草生态,2012-09-27,N 公共环保
创业板,光一科技股份有限公司,300356,光一科技,2012-10-09,C 制造业
创业板,浙江我武生物科技股份有限公司,300357,我武生物,2014-01-21,C 制造业
创业板,楚天科技股份有限公司,300358,楚天科技,2014-01-21,C 制造业
创业板,全通教育集团（广东）股份有限公司,300359,全通教育,2014-01-21,I 信息技术
创业板,杭州炬华科技股份有限公司,300360,炬华科技,2014-01-21,C 制造业
创业板,成都天翔环境股份有限公司,300362,天翔环境,2014-01-21,C 制造业
创业板,重庆博腾制药科技股份有限公司,300363,博腾股份,2014-01-29,C 制造业
创业板,中文在线数字出版集团股份有限公司,300364,中文在线,2015-01-21,R 文化传播
创业板,北京恒华伟业科技股份有限公司,300365,恒华科技,2014-01-23,I 信息技术
创业板,创意信息技术股份有限公司,300366,创意信息,2014-01-27,I 信息技术
创业板,东方网力科技股份有限公司,300367,ST网力,2014-01-29,C 制造业
创业板,河北汇金集团股份有限公司,300368,汇金股份,2014-01-23,C 制造业
创业板,绿盟科技集团股份有限公司,300369,绿盟科技,2014-01-29,I 信息技术
创业板,北京安控科技股份有限公司,300370,安控科技,2014-01-23,C 制造业
创业板,汇中仪表股份有限公司,300371,汇中股份,2014-01-23,C 制造业
创业板,扬州扬杰电子科技股份有限公司,300373,扬杰科技,2014-01-23,C 制造业
创业板,中铁装配式建筑股份有限公司,300374,中铁装配,2015-03-19,C 制造业
创业板,天津鹏翎集团股份有限公司,300375,鹏翎股份,2014-01-27,C 制造业
创业板,易事特集团股份有限公司,300376,易事特,2014-01-27,C 制造业
创业板,深圳市赢时胜信息技术股份有限公司,300377,赢时胜,2014-01-27,I 信息技术
创业板,鼎捷软件股份有限公司,300378,鼎捷软件,2014-01-27,I 信息技术
创业板,北京东方通科技股份有限公司,300379,东方通,2014-01-28,I 信息技术
创业板,上海安硕信息技术股份有限公司,300380,安硕信息,2014-01-28,I 信息技术
创业板,广东溢多利生物科技股份有限公司,300381,溢多利,2014-01-28,C 制造业
创业板,苏州斯莱克精密设备股份有限公司,300382,斯莱克,2014-01-29,C 制造业
创业板,北京光环新网科技股份有限公司,300383,光环新网,2014-01-29,I 信息技术
创业板,北京三联虹普新合纤技术服务股份有限公司,300384,三联虹普,2014-08-01,M 科研服务
创业板,无锡雪浪环境科技股份有限公司,300385,雪浪环境,2014-06-26,C 制造业
创业板,飞天诚信科技股份有限公司,300386,飞天诚信,2014-06-26,I 信息技术
创业板,湖北富邦科技股份有限公司,300387,富邦股份,2014-07-02,C 制造业
创业板,中节能国祯环保科技股份有限公司,300388,节能国祯,2014-08-01,N 公共环保
创业板,深圳市艾比森光电股份有限公司,300389,艾比森,2014-08-01,C 制造业
创业板,苏州天华超净科技股份有限公司,300390,天华超净,2014-07-31,C 制造业
创业板,康跃科技股份有限公司,300391,康跃科技,2014-08-01,C 制造业
创业板,北京腾信创新网络营销技术股份有限公司,300392,腾信股份,2014-09-10,I 信息技术
创业板,苏州中来光伏新材股份有限公司,300393,中来股份,2014-09-12,C 制造业
创业板,苏州天孚光通信股份有限公司,300394,天孚通信,2015-02-17,C 制造业
创业板,湖北菲利华石英玻璃股份有限公司,300395,菲利华,2014-09-10,C 制造业
创业板,迪瑞医疗科技股份有限公司,300396,迪瑞医疗,2014-09-10,C 制造业
创业板,西安天和防务技术股份有限公司,300397,天和防务,2014-09-10,C 制造业
创业板,上海飞凯光电材料股份有限公司,300398,飞凯材料,2014-10-09,C 制造业
创业板,江西天利科技股份有限公司,300399,天利科技,2014-10-09,I 信息技术
创业板,深圳市劲拓自动化设备股份有限公司,300400,劲拓股份,2014-10-10,C 制造业
创业板,浙江花园生物高科股份有限公司,300401,花园生物,2014-10-09,C 制造业
创业板,南京宝色股份公司,300402,宝色股份,2014-10-10,C 制造业
创业板,汉宇集团股份有限公司,300403,汉宇集团,2014-10-30,C 制造业
创业板,广州博济医药生物技术股份有限公司,300404,博济医药,2015-04-24,M 科研服务
创业板,辽宁科隆精细化工股份有限公司,300405,科隆股份,2014-10-30,C 制造业
创业板,北京九强生物技术股份有限公司,300406,九强生物,2014-10-30,C 制造业
创业板,天津凯发电气股份有限公司,300407,凯发电气,2014-12-03,C 制造业
创业板,潮州三环（集团）股份有限公司,300408,三环集团,2014-12-03,C 制造业
创业板,广东道氏技术股份有限公司,300409,道氏技术,2014-12-03,C 制造业
创业板,广东正业科技股份有限公司,300410,正业科技,2014-12-31,C 制造业
创业板,浙江金盾风机股份有限公司,300411,金盾股份,2014-12-31,C 制造业
创业板,浙江迦南科技股份有限公司,300412,迦南科技,2014-12-31,C 制造业
创业板,芒果超媒股份有限公司,300413,芒果超媒,2015-01-21,R 文化传播
创业板,四川中光防雷科技股份有限公司,300414,中光防雷,2015-05-13,C 制造业
创业板,广东伊之密精密机械股份有限公司,300415,伊之密,2015-01-23,C 制造业
创业板,苏州苏试试验集团股份有限公司,300416,苏试试验,2015-01-22,C 制造业
创业板,佛山市南华仪器股份有限公司,300417,南华仪器,2015-01-23,C 制造业
创业板,北京昆仑万维科技股份有限公司,300418,昆仑万维,2015-01-21,I 信息技术
创业板,北京浩丰创源科技股份有限公司,300419,浩丰科技,2015-01-22,I 信息技术
创业板,江苏五洋停车产业集团股份有限公司,300420,五洋停车,2015-02-17,C 制造业
创业板,江苏力星通用钢球股份有限公司,300421,力星股份,2015-02-17,C 制造业
创业板,广西博世科环保科技股份有限公司,300422,博世科,2015-02-17,N 公共环保
创业板,昇辉智能科技股份有限公司,300423,昇辉科技,2015-02-17,C 制造业
创业板,广州航新航空科技股份有限公司,300424,航新科技,2015-04-22,C 制造业
创业板,中建环能科技股份有限公司,300425,中建环能,2015-02-16,C 制造业
创业板,浙江唐德影视股份有限公司,300426,唐德影视,2015-02-17,R 文化传播
创业板,红相股份有限公司,300427,红相股份,2015-02-17,C 制造业
创业板,河北四通新型金属材料股份有限公司,300428,四通新材,2015-03-19,C 制造业
创业板,常州强力电子新材料股份有限公司,300429,强力新材,2015-03-24,C 制造业
创业板,北京诚益通控制工程科技股份有限公司,300430,诚益通,2015-03-19,C 制造业
创业板,绵阳富临精工股份有限公司,300432,富临精工,2015-03-19,C 制造业
创业板,蓝思科技股份有限公司,300433,蓝思科技,2015-03-18,C 制造业
创业板,四川金石亚洲医药股份有限公司,300434,金石亚药,2015-04-24,C 制造业
创业板,杭州中泰深冷技术股份有限公司,300435,中泰股份,2015-03-26,D 水电煤气
创业板,福建广生堂药业股份有限公司,300436,广生堂,2015-04-22,C 制造业
创业板,河南清水源科技股份有限公司,300437,清水源,2015-04-23,C 制造业
创业板,广州鹏辉能源科技股份有限公司,300438,鹏辉能源,2015-04-24,C 制造业
创业板,美康生物科技股份有限公司,300439,美康生物,2015-04-22,C 制造业
创业板,成都运达科技股份有限公司,300440,运达科技,2015-04-23,I 信息技术
创业板,宁波鲍斯能源装备股份有限公司,300441,鲍斯股份,2015-04-23,C 制造业
创业板,上海普丽盛包装股份有限公司,300442,普丽盛,2015-04-24,C 制造业
创业板,金雷科技股份公司,300443,金雷股份,2015-04-22,C 制造业
创业板,北京双杰电气股份有限公司,300444,双杰电气,2015-04-23,C 制造业
创业板,北京康斯特仪表科技股份有限公司,300445,康斯特,2015-04-24,C 制造业
创业板,保定乐凯新材料股份有限公司,300446,ST乐凯,2015-04-23,C 制造业
创业板,南京全信传输科技股份有限公司,300447,全信股份,2015-04-22,C 制造业
创业板,浩云科技股份有限公司,300448,浩云科技,2015-04-24,I 信息技术
创业板,北京汉邦高科数字技术股份有限公司,300449,汉邦高科,2015-04-22,C 制造业
创业板,无锡先导智能装备股份有限公司,300450,先导智能,2015-05-18,C 制造业
创业板,创业慧康科技股份有限公司,300451,创业慧康,2015-05-14,I 信息技术
创业板,安徽山河药用辅料股份有限公司,300452,山河药辅,2015-05-15,C 制造业
创业板,江西三鑫医疗科技股份有限公司,300453,三鑫医疗,2015-05-15,C 制造业
创业板,深信服科技股份有限公司,300454,深信服,2018-05-16,I 信息技术
创业板,北京康拓红外技术股份有限公司,300455,康拓红外,2015-05-15,C 制造业
创业板,北京赛微电子股份有限公司,300456,赛微电子,2015-05-14,C 制造业
创业板,深圳市赢合科技股份有限公司,300457,赢合科技,2015-05-14,C 制造业
创业板,珠海全志科技股份有限公司,300458,全志科技,2015-05-15,C 制造业
创业板,浙江金科文化产业股份有限公司,300459,金科文化,2015-05-15,I 信息技术
创业板,广东惠伦晶体科技股份有限公司,300460,惠伦晶体,2015-05-15,C 制造业
创业板,浙江田中精机股份有限公司,300461,田中精机,2015-05-19,C 制造业
创业板,上海华铭智能终端设备股份有限公司,300462,华铭智能,2015-05-27,C 制造业
创业板,迈克生物股份有限公司,300463,迈克生物,2015-05-28,C 制造业
创业板,广东星徽精密制造股份有限公司,300464,星徽股份,2015-06-10,F 批发零售
创业板,高伟达软件股份有限公司,300465,高伟达,2015-05-28,I 信息技术
创业板,赛摩智能科技集团股份有限公司,300466,赛摩智能,2015-05-28,C 制造业
创业板,四川迅游网络科技股份有限公司,300467,迅游科技,2015-05-27,I 信息技术
创业板,深圳四方精创资讯股份有限公司,300468,四方精创,2015-05-27,I 信息技术
创业板,上海信联信息发展股份有限公司,300469,信息发展,2015-06-11,I 信息技术
创业板,中密控股股份有限公司,300470,中密控股,2015-06-12,C 制造业
创业板,厚普清洁能源股份有限公司,300471,厚普股份,2015-06-11,C 制造业
创业板,万向新元科技股份有限公司,300472,新元科技,2015-06-11,C 制造业
创业板,阜新德尔汽车部件股份有限公司,300473,德尔股份,2015-06-12,C 制造业
创业板,长沙景嘉微电子股份有限公司,300474,景嘉微,2016-03-31,C 制造业
创业板,安徽聚隆传动科技股份有限公司,300475,聚隆科技,2015-06-10,C 制造业
创业板,胜宏科技（惠州）股份有限公司,300476,胜宏科技,2015-06-11,C 制造业
创业板,北京合纵科技股份有限公司,300477,合纵科技,2015-06-10,C 制造业
创业板,杭州高新橡塑材料股份有限公司,300478,杭州高新,2015-06-10,C 制造业
创业板,神思电子技术股份有限公司,300479,神思电子,2015-06-12,C 制造业
创业板,光力科技股份有限公司,300480,光力科技,2015-07-02,C 制造业
创业板,濮阳惠成电子材料股份有限公司,300481,濮阳惠成,2015-06-30,C 制造业
创业板,广州万孚生物技术股份有限公司,300482,万孚生物,2015-06-30,C 制造业
创业板,首华燃气科技（上海）股份有限公司,300483,首华燃气,2015-06-30,B 采矿业
创业板,深圳市蓝海华腾技术股份有限公司,300484,蓝海华腾,2016-03-22,C 制造业
创业板,北京赛升药业股份有限公司,300485,赛升药业,2015-06-26,C 制造业
创业板,东杰智能科技集团股份有限公司,300486,东杰智能,2015-06-30,C 制造业
创业板,西安蓝晓科技新材料股份有限公司,300487,蓝晓科技,2015-07-02,C 制造业
创业板,恒锋工具股份有限公司,300488,恒锋工具,2015-07-01,C 制造业
创业板,哈尔滨中飞新技术股份有限公司,300489,中飞股份,2015-07-01,C 制造业
创业板,华自科技股份有限公司,300490,华自科技,2015-12-31,C 制造业
创业板,石家庄通合电子科技股份有限公司,300491,通合科技,2015-12-31,C 制造业
创业板,华图山鼎设计股份有限公司,300492,华图山鼎,2015-12-23,M 科研服务
创业板,上海润欣科技股份有限公司,300493,润欣科技,2015-12-10,I 信息技术
创业板,湖北盛天网络技术股份有限公司,300494,盛天网络,2015-12-31,I 信息技术
创业板,美尚生态景观股份有限公司,300495,美尚生态,2015-12-22,N 公共环保
创业板,中科创达软件股份有限公司,300496,中科创达,2015-12-10,I 信息技术
创业板,江西富祥药业股份有限公司,300497,富祥药业,2015-12-22,C 制造业
创业板,温氏食品集团股份有限公司,300498,温氏股份,2015-11-02,A 农林牧渔
创业板,广州高澜节能技术股份有限公司,300499,高澜股份,2016-02-02,C 制造业
创业板,启迪设计集团股份有限公司,300500,启迪设计,2016-02-04,M 科研服务
创业板,上海海顺新型药用包装材料股份有限公司,300501,海顺新材,2016-02-04,C 制造业
创业板,成都新易盛通信技术股份有限公司,300502,新易盛,2016-03-03,C 制造业
创业板,广州市昊志机电股份有限公司,300503,昊志机电,2016-03-09,C 制造业
创业板,四川天邑康和通信股份有限公司,300504,天邑股份,2018-03-30,C 制造业
创业板,昆明川金诺化工股份有限公司,300505,川金诺,2016-03-15,C 制造业
创业板,深圳市名家汇科技股份有限公司,300506,名家汇,2016-03-24,E 建筑业
创业板,江苏奥力威传感高科股份有限公司,300507,苏奥传感,2016-04-29,C 制造业
创业板,上海维宏电子科技股份有限公司,300508,维宏股份,2016-04-19,I 信息技术
创业板,江苏新美星包装机械股份有限公司,300509,新美星,2016-04-25,C 制造业
创业板,吉林省金冠电气股份有限公司,300510,金冠股份,2016-05-06,C 制造业
创业板,上海雪榕生物科技股份有限公司,300511,雪榕生物,2016-05-04,A 农林牧渔
创业板,杭州中亚机械股份有限公司,300512,中亚股份,2016-05-26,C 制造业
创业板,北京恒泰实达科技股份有限公司,300513,恒实科技,2016-05-30,I 信息技术
创业板,深圳友讯达科技股份有限公司,300514,友讯达,2017-04-26,C 制造业
创业板,湖南三德科技股份有限公司,300515,三德科技,2016-06-08,C 制造业
创业板,湖北久之洋红外系统股份有限公司,300516,久之洋,2016-06-02,C 制造业
创业板,海波重型工程科技股份有限公司,300517,海波重科,2016-07-19,E 建筑业
创业板,深圳市盛讯达科技股份有限公司,300518,盛讯达,2016-06-24,I 信息技术
创业板,浙江新光药业股份有限公司,300519,新光药业,2016-06-24,C 制造业
创业板,科大国创软件股份有限公司,300520,科大国创,2016-07-08,I 信息技术
创业板,爱司凯科技股份有限公司,300521,爱司凯,2016-07-05,C 制造业
创业板,苏州世名科技股份有限公司,300522,世名科技,2016-07-05,C 制造业
创业板,北京辰安科技股份有限公司,300523,辰安科技,2016-07-26,I 信息技术
创业板,福建博思软件股份有限公司,300525,博思软件,2016-07-26,I 信息技术
创业板,中潜股份有限公司,300526,中潜股份,2016-08-02,C 制造业
创业板,中国船舶重工集团应急预警与救援装备股份有限公司,300527,中船应急,2016-08-05,C 制造业
创业板,幸福蓝海影视文化集团股份有限公司,300528,幸福蓝海,2016-08-08,R 文化传播
创业板,健帆生物科技集团股份有限公司,300529,健帆生物,2016-08-02,C 制造业
创业板,广东达志环保科技股份有限公司,300530,达志科技,2016-08-09,C 制造业
创业板,深圳市优博讯科技股份有限公司,300531,优博讯,2016-08-09,C 制造业
创业板,深圳市今天国际物流技术股份有限公司,300532,今天国际,2016-08-18,I 信息技术
创业板,深圳冰川网络股份有限公司,300533,冰川网络,2016-08-18,I 信息技术
创业板,甘肃陇神戎发药业股份有限公司,300534,陇神戎发,2016-09-13,C 制造业
创业板,四川达威科技股份有限公司,300535,达威股份,2016-08-12,C 制造业
创业板,武汉农尚环境股份有限公司,300536,农尚环境,2016-09-20,E 建筑业
创业板,江苏广信感光新材料股份有限公司,300537,广信材料,2016-08-30,C 制造业
创业板,深圳市同益实业股份有限公司,300538,同益股份,2016-08-26,F 批发零售
创业板,宁波横河模具股份有限公司,300539,横河模具,2016-08-30,C 制造业
创业板,成都深冷液化设备股份有限公司,300540,深冷股份,2016-08-23,C 制造业
创业板,北京先进数通信息技术股份公司,300541,先进数通,2016-09-13,I 信息技术
创业板,新晨科技股份有限公司,300542,新晨科技,2016-09-20,I 信息技术
创业板,深圳市朗科智能电气股份有限公司,300543,朗科智能,2016-09-08,C 制造业
创业板,深圳市联得自动化装备股份有限公司,300545,联得装备,2016-09-28,C 制造业
创业板,深圳市雄帝科技股份有限公司,300546,雄帝科技,2016-09-28,C 制造业
创业板,四川川环科技股份有限公司,300547,川环科技,2016-09-30,C 制造业
创业板,博创科技股份有限公司,300548,博创科技,2016-10-12,C 制造业
创业板,优德精密工业（昆山）股份有限公司,300549,优德精密,2016-09-30,C 制造业
创业板,浙江和仁科技股份有限公司,300550,和仁科技,2016-10-18,I 信息技术
创业板,上海古鳌电子科技股份有限公司,300551,古鳌科技,2016-10-18,C 制造业
创业板,北京万集科技股份有限公司,300552,万集科技,2016-10-21,I 信息技术
创业板,杭州集智机电股份有限公司,300553,集智股份,2016-10-21,C 制造业
创业板,南京三超新材料股份有限公司,300554,三超新材,2017-04-21,C 制造业
创业板,无锡路通视信网络股份有限公司,300555,路通视信,2016-10-18,C 制造业
创业板,丝路视觉科技股份有限公司,300556,丝路视觉,2016-11-04,I 信息技术
创业板,武汉理工光科股份有限公司,300557,理工光科,2016-11-01,C 制造业
创业板,贝达药业股份有限公司,300558,贝达药业,2016-11-07,C 制造业
创业板,成都佳发安泰教育科技股份有限公司,300559,佳发教育,2016-11-01,I 信息技术
创业板,中富通集团股份有限公司,300560,中富通,2016-11-01,I 信息技术
创业板,珠海汇金科技股份有限公司,300561,汇金科技,2016-11-17,I 信息技术
创业板,广东乐心医疗电子股份有限公司,300562,乐心医疗,2016-11-16,C 制造业
创业板,神宇通信科技股份公司,300563,神宇股份,2016-11-14,C 制造业
创业板,筑博设计股份有限公司,300564,筑博设计,2019-11-08,M 科研服务
创业板,深圳市科信通信技术股份有限公司,300565,科信技术,2016-11-22,C 制造业
创业板,宁波激智科技股份有限公司,300566,激智科技,2016-11-15,C 制造业
创业板,武汉精测电子集团股份有限公司,300567,精测电子,2016-11-22,C 制造业
创业板,深圳市星源材质科技股份有限公司,300568,星源材质,2016-12-01,C 制造业
创业板,青岛天能重工股份有限公司,300569,天能重工,2016-11-25,C 制造业
创业板,深圳太辰光通信股份有限公司,300570,太辰光,2016-12-06,C 制造业
创业板,杭州平治信息技术股份有限公司,300571,平治信息,2016-12-13,I 信息技术
创业板,深圳市安车检测股份有限公司,300572,安车检测,2016-12-06,C 制造业
创业板,沈阳兴齐眼药股份有限公司,300573,兴齐眼药,2016-12-08,C 制造业
创业板,江苏中旗科技股份有限公司,300575,中旗股份,2016-12-20,C 制造业
创业板,深圳市容大感光科技股份有限公司,300576,容大感光,2016-12-20,C 制造业
创业板,安徽开润股份有限公司,300577,开润股份,2016-12-21,C 制造业
创业板,上海会畅通讯股份有限公司,300578,会畅通讯,2017-01-25,I 信息技术
创业板,北京数字认证股份有限公司,300579,数字认证,2016-12-23,I 信息技术
创业板,无锡贝斯特精机股份有限公司,300580,贝斯特,2017-01-11,C 制造业
创业板,西安晨曦航空科技股份有限公司,300581,晨曦航空,2016-12-20,C 制造业
创业板,英飞特电子（杭州）股份有限公司,300582,英飞特,2016-12-28,C 制造业
创业板,山东赛托生物科技股份有限公司,300583,赛托生物,2017-01-06,C 制造业
创业板,南京海辰药业股份有限公司,300584,海辰药业,2017-01-12,C 制造业
创业板,南京奥联汽车电子电器股份有限公司,300585,奥联电子,2016-12-29,C 制造业
创业板,广东美联新材料股份有限公司,300586,美联新材,2017-01-04,C 制造业
创业板,浙江天铁实业股份有限公司,300587,天铁股份,2017-01-05,C 制造业
创业板,新疆熙菱信息技术股份有限公司,300588,熙菱信息,2017-01-05,I 信息技术
创业板,江龙船艇科技股份有限公司,300589,江龙船艇,2017-01-13,C 制造业
创业板,上海移为通信技术股份有限公司,300590,移为通信,2017-01-11,C 制造业
创业板,广东万里马实业股份有限公司,300591,万里马,2017-01-10,C 制造业
创业板,湖南华凯文化创意股份有限公司,300592,华凯创意,2017-01-20,R 文化传播
创业板,北京新雷能科技股份有限公司,300593,新雷能,2017-01-13,C 制造业
创业板,山东朗进科技股份有限公司,300594,朗进科技,2019-06-21,C 制造业
创业板,欧普康视科技股份有限公司,300595,欧普康视,2017-01-17,C 制造业
创业板,天津利安隆新材料股份有限公司,300596,利安隆,2017-01-19,C 制造业
创业板,吉林吉大通信设计院股份有限公司,300597,吉大通信,2017-01-23,I 信息技术
创业板,诚迈科技（南京）股份有限公司,300598,诚迈科技,2017-01-20,I 信息技术
创业板,广东雄塑科技集团股份有限公司,300599,雄塑科技,2017-01-23,C 制造业
创业板,常熟市国瑞科技股份有限公司,300600,国瑞科技,2017-01-25,C 制造业
创业板,深圳康泰生物制品股份有限公司,300601,康泰生物,2017-02-07,C 制造业
创业板,深圳市飞荣达科技股份有限公司,300602,飞荣达,2017-01-26,C 制造业
创业板,立昂技术股份有限公司,300603,立昂技术,2017-01-26,I 信息技术
创业板,杭州长川科技股份有限公司,300604,长川科技,2017-04-17,C 制造业
创业板,恒锋信息科技股份有限公司,300605,恒锋信息,2017-02-08,I 信息技术
创业板,东莞金太阳研磨股份有限公司,300606,金太阳,2017-02-08,C 制造业
创业板,广东拓斯达科技股份有限公司,300607,拓斯达,2017-02-09,C 制造业
创业板,北京思特奇信息技术股份有限公司,300608,思特奇,2017-02-13,I 信息技术
创业板,汇纳科技股份有限公司,300609,汇纳科技,2017-02-15,I 信息技术
创业板,扬州晨化新材料股份有限公司,300610,晨化股份,2017-02-13,C 制造业
创业板,浙江美力科技股份有限公司,300611,美力科技,2017-02-20,C 制造业
创业板,宣亚国际营销科技（北京）股份有限公司,300612,宣亚国际,2017-02-15,L 商务服务
创业板,上海富瀚微电子股份有限公司,300613,富瀚微,2017-02-20,I 信息技术
创业板,深圳市欣天科技股份有限公司,300615,欣天科技,2017-02-15,C 制造业
创业板,广州尚品宅配家居股份有限公司,300616,尚品宅配,2017-03-07,C 制造业
创业板,江苏安靠智能输电工程科技股份有限公司,300617,安靠智电,2017-02-28,C 制造业
创业板,南京寒锐钴业股份有限公司,300618,寒锐钴业,2017-03-06,C 制造业
创业板,佛山市金银河智能装备股份有限公司,300619,金银河,2017-03-01,C 制造业
创业板,珠海光库科技股份有限公司,300620,光库科技,2017-03-10,C 制造业
创业板,深圳市维业装饰集团股份有限公司,300621,维业股份,2017-03-16,E 建筑业
创业板,博士眼镜连锁股份有限公司,300622,博士眼镜,2017-03-15,F 批发零售
创业板,江苏捷捷微电子股份有限公司,300623,捷捷微电,2017-03-14,C 制造业
创业板,万兴科技集团股份有限公司,300624,万兴科技,2018-01-18,I 信息技术
创业板,广东三雄极光照明股份有限公司,300625,三雄极光,2017-03-17,C 制造业
创业板,华瑞电器股份有限公司,300626,华瑞股份,2017-03-20,C 制造业
创业板,上海华测导航技术股份有限公司,300627,华测导航,2017-03-21,C 制造业
创业板,厦门亿联网络技术股份有限公司,300628,亿联网络,2017-03-17,C 制造业
创业板,广东新劲刚新材料科技股份有限公司,300629,新劲刚,2017-03-24,C 制造业
创业板,海南普利制药股份有限公司,300630,普利制药,2017-03-28,C 制造业
创业板,江苏久吾高科技股份有限公司,300631,久吾高科,2017-03-23,C 制造业
创业板,厦门光莆电子股份有限公司,300632,光莆股份,2017-04-06,C 制造业
创业板,深圳开立生物医疗科技股份有限公司,300633,开立医疗,2017-04-06,C 制造业
创业板,彩讯科技股份有限公司,300634,彩讯股份,2018-03-23,I 信息技术
创业板,中达安股份有限公司,300635,中达安,2017-03-31,M 科研服务
创业板,江西同和药业股份有限公司,300636,同和药业,2017-03-31,C 制造业
创业板,浙江扬帆新材料股份有限公司,300637,扬帆新材,2017-04-12,C 制造业
创业板,深圳市广和通无线股份有限公司,300638,广和通,2017-04-13,C 制造业
创业板,广东凯普生物科技股份有限公司,300639,凯普生物,2017-04-12,C 制造业
创业板,德艺文化创意集团股份有限公司,300640,德艺文创,2017-04-17,C 制造业
创业板,江苏正丹化学工业股份有限公司,300641,正丹股份,2017-04-18,C 制造业
创业板,上海透景生命科技股份有限公司,300642,透景生命,2017-04-21,C 制造业
创业板,万通智控科技股份有限公司,300643,万通智控,2017-05-05,C 制造业
创业板,南京聚隆科技股份有限公司,300644,南京聚隆,2018-02-06,C 制造业
创业板,浙江正元智慧科技股份有限公司,300645,正元智慧,2017-04-21,I 信息技术
创业板,深圳市超频三科技股份有限公司,300647,超频三,2017-05-03,C 制造业
创业板,福建星云电子股份有限公司,300648,星云股份,2017-04-25,C 制造业
创业板,杭州园林设计院股份有限公司,300649,杭州园林,2017-05-05,E 建筑业
创业板,太龙（福建）商业照明股份有限公司,300650,太龙照明,2017-05-03,F 批发零售
创业板,江苏金陵体育器材股份有限公司,300651,金陵体育,2017-05-09,C 制造业
创业板,杭州雷迪克节能科技股份有限公司,300652,雷迪克,2017-05-16,C 制造业
创业板,烟台正海生物科技股份有限公司,300653,正海生物,2017-05-16,C 制造业
创业板,世纪天鸿教育科技股份有限公司,300654,世纪天鸿,2017-09-26,R 文化传播
创业板,苏州晶瑞化学股份有限公司,300655,晶瑞股份,2017-05-23,C 制造业
创业板,深圳市民德电子科技股份有限公司,300656,民德电子,2017-05-19,C 制造业
创业板,厦门弘信电子科技集团股份有限公司,300657,弘信电子,2017-05-23,C 制造业
创业板,厦门延江新材料股份有限公司,300658,延江股份,2017-06-02,C 制造业
创业板,中孚信息股份有限公司,300659,中孚信息,2017-05-26,I 信息技术
创业板,江苏雷利电机股份有限公司,300660,江苏雷利,2017-06-02,C 制造业
创业板,圣邦微电子（北京）股份有限公司,300661,圣邦股份,2017-06-06,C 制造业
创业板,北京科锐国际人力资源股份有限公司,300662,科锐国际,2017-06-08,L 商务服务
创业板,北京科蓝软件系统股份有限公司,300663,科蓝软件,2017-06-08,I 信息技术
创业板,鹏鹞环保股份有限公司,300664,鹏鹞环保,2018-01-05,N 公共环保
创业板,株洲飞鹿高新材料技术股份有限公司,300665,飞鹿股份,2017-06-13,C 制造业
创业板,宁波江丰电子材料股份有限公司,300666,江丰电子,2017-06-15,C 制造业
创业板,北京必创科技股份有限公司,300667,必创科技,2017-06-19,C 制造业
创业板,深圳市杰恩创意设计股份有限公司,300668,杰恩设计,2017-06-19,M 科研服务
创业板,杭州沪宁电梯部件股份有限公司,300669,沪宁股份,2017-06-29,C 制造业
创业板,江苏大烨智能电气股份有限公司,300670,大烨智能,2017-07-03,C 制造业
创业板,富满微电子集团股份有限公司,300671,富满电子,2017-07-05,I 信息技术
创业板,湖南国科微电子股份有限公司,300672,国科微,2017-07-12,C 制造业
创业板,佩蒂动物营养科技股份有限公司,300673,佩蒂股份,2017-07-11,C 制造业
创业板,北京宇信科技集团股份有限公司,300674,宇信科技,2018-11-07,I 信息技术
创业板,深圳市建筑科学研究院股份有限公司,300675,建科院,2017-07-19,M 科研服务
创业板,深圳华大基因股份有限公司,300676,华大基因,2017-07-14,M 科研服务
创业板,英科医疗科技股份有限公司,300677,英科医疗,2017-07-21,C 制造业
创业板,中科院成都信息技术股份有限公司,300678,中科信息,2017-07-28,I 信息技术
创业板,电连技术股份有限公司,300679,电连技术,2017-07-31,C 制造业
创业板,无锡隆盛科技股份有限公司,300680,隆盛科技,2017-07-25,C 制造业
