板块,公司全称,A股代码,A股简称,A股上市日期,所属行业
创业板,保力新能源科技股份有限公司,300116,保力新,2010-09-02,C 制造业
创业板,北京嘉寓门窗幕墙股份有限公司,300117,嘉寓股份,2010-09-02,E 建筑业
创业板,东方日升新能源股份有限公司,300118,东方日升,2010-09-02,C 制造业
创业板,天津瑞普生物技术股份有限公司,300119,瑞普生物,2010-09-17,C 制造业
创业板,天津经纬辉开光电股份有限公司,300120,经纬辉开,2010-09-17,C 制造业
创业板,山东阳谷华泰化工股份有限公司,300121,阳谷华泰,2010-09-17,C 制造业
创业板,重庆智飞生物制品股份有限公司,300122,智飞生物,2010-09-28,C 制造业
创业板,亚光科技集团股份有限公司,300123,亚光科技,2010-09-28,C 制造业
创业板,深圳市汇川技术股份有限公司,300124,汇川技术,2010-09-28,C 制造业
创业板,聆达集团股份有限公司,300125,聆达股份,2010-10-13,M 科研服务
创业板,锐奇控股股份有限公司,300126,锐奇股份,2010-10-13,C 制造业
创业板,成都银河磁体股份有限公司,300127,银河磁体,2010-10-13,C 制造业
创业板,苏州锦富技术股份有限公司,300128,锦富技术,2010-10-13,C 制造业
创业板,上海泰胜风能装备股份有限公司,300129,泰胜风能,2010-10-19,C 制造业
创业板,深圳市新国都股份有限公司,300130,新国都,2010-10-19,C 制造业
创业板,深圳市英唐智能控制股份有限公司,300131,英唐智控,2010-10-19,F 批发零售
创业板,福建青松股份有限公司,300132,青松股份,2010-10-26,C 制造业
创业板,浙江华策影视股份有限公司,300133,华策影视,2010-10-26,R 文化传播
创业板,大富科技（安徽）股份有限公司,300134,大富科技,2010-10-26,C 制造业
创业板,江苏宝利国际投资股份有限公司,300135,宝利国际,2010-10-26,C 制造业
创业板,深圳市信维通信股份有限公司,300136,信维通信,2010-11-05,C 制造业
创业板,河北先河环保科技股份有限公司,300137,先河环保,2010-11-05,C 制造业
创业板,晨光生物科技集团股份有限公司,300138,晨光生物,2010-11-05,C 制造业
创业板,北京晓程科技股份有限公司,300139,晓程科技,2010-11-12,C 制造业
创业板,中节能环保装备股份有限公司,300140,中环装备,2010-11-12,C 制造业
创业板,苏州工业园区和顺电气股份有限公司,300141,和顺电气,2010-11-12,C 制造业
创业板,云南沃森生物技术股份有限公司,300142,沃森生物,2010-11-12,C 制造业
创业板,盈康生命科技股份有限公司,300143,盈康生命,2010-12-09,Q 卫生
创业板,宋城演艺发展股份有限公司,300144,宋城演艺,2010-12-09,R 文化传播
创业板,南方中金环境股份有限公司,300145,中金环境,2010-12-09,C 制造业
创业板,汤臣倍健股份有限公司,300146,汤臣倍健,2010-12-15,C 制造业
创业板,广州市香雪制药股份有限公司,300147,香雪制药,2010-12-15,C 制造业
创业板,天舟文化股份有限公司,300148,天舟文化,2010-12-15,I 信息技术
创业板,睿智医药科技股份有限公司,300149,睿智医药,2010-12-22,M 科研服务
创业板,北京世纪瑞尔技术股份有限公司,300150,世纪瑞尔,2010-12-22,I 信息技术
创业板,深圳市昌红科技股份有限公司,300151,昌红科技,2010-12-22,C 制造业
创业板,雄安科融环境科技股份有限公司,300152,科融环境,2010-12-29,N 公共环保
创业板,上海科泰电源股份有限公司,300153,科泰电源,2010-12-29,C 制造业
创业板,深圳市瑞凌实业股份有限公司,300154,瑞凌股份,2010-12-29,C 制造业
创业板,广东安居宝数码科技股份有限公司,300155,安居宝,2011-01-07,C 制造业
创业板,恒泰艾普集团股份有限公司,300157,恒泰艾普,2011-01-07,B 采矿业
创业板,山西振东制药股份有限公司,300158,振东制药,2011-01-07,C 制造业
创业板,新疆机械研究院股份有限公司,300159,新研股份,2011-01-07,C 制造业
创业板,江苏秀强玻璃工艺股份有限公司,300160,秀强股份,2011-01-13,C 制造业
创业板,武汉华中数控股份有限公司,300161,华中数控,2011-01-13,C 制造业
创业板,深圳雷曼光电科技股份有限公司,300162,雷曼光电,2011-01-13,C 制造业
创业板,宁波先锋新材料股份有限公司,300163,先锋新材,2011-01-13,C 制造业
创业板,通源石油科技集团股份有限公司,300164,通源石油,2011-01-13,B 采矿业
创业板,江苏天瑞仪器股份有限公司,300165,天瑞仪器,2011-01-25,C 制造业
创业板,北京东方国信科技股份有限公司,300166,东方国信,2011-01-25,I 信息技术
创业板,深圳市迪威迅股份有限公司,300167,迪威迅,2011-01-25,I 信息技术
创业板,万达信息股份有限公司,300168,万达信息,2011-01-25,I 信息技术
创业板,常州天晟新材料股份有限公司,300169,天晟新材,2011-01-25,C 制造业
创业板,上海汉得信息技术股份有限公司,300170,汉得信息,2011-02-01,I 信息技术
创业板,上海东富龙科技股份有限公司,300171,东富龙,2011-02-01,C 制造业
创业板,中电环保股份有限公司,300172,中电环保,2011-02-01,N 公共环保
创业板,福能东方装备科技股份有限公司,300173,福能东方,2011-02-01,C 制造业
创业板,福建元力活性炭股份有限公司,300174,元力股份,2011-02-01,C 制造业
创业板,朗源股份有限公司,300175,朗源股份,2011-02-15,C 制造业
创业板,广东派生智能科技股份有限公司,300176,派生科技,2011-02-15,C 制造业
创业板,广州中海达卫星导航技术股份有限公司,300177,中海达,2011-02-15,C 制造业
创业板,腾邦国际商业服务集团股份有限公司,300178,腾邦国际,2011-02-15,L 商务服务
创业板,河南四方达超硬材料股份有限公司,300179,四方达,2011-02-15,C 制造业
创业板,上海华峰超纤科技股份有限公司,300180,华峰超纤,2011-02-22,C 制造业
创业板,浙江佐力药业股份有限公司,300181,佐力药业,2011-02-22,C 制造业
创业板,北京捷成世纪科技股份有限公司,300182,捷成股份,2011-02-22,R 文化传播
创业板,青岛东软载波科技股份有限公司,300183,东软载波,2011-02-22,I 信息技术
创业板,武汉力源信息技术股份有限公司,300184,力源信息,2011-02-22,F 批发零售
创业板,通裕重工股份有限公司,300185,通裕重工,2011-03-08,C 制造业
创业板,永清环保股份有限公司,300187,永清环保,2011-03-08,N 公共环保
创业板,厦门市美亚柏科信息股份有限公司,300188,美亚柏科,2011-03-16,I 信息技术
创业板,海南神农科技股份有限公司,300189,神农科技,2011-03-16,A 农林牧渔
创业板,维尔利环保科技集团股份有限公司,300190,维尔利,2011-03-16,N 公共环保
创业板,潜能恒信能源技术股份有限公司,300191,潜能恒信,2011-03-16,B 采矿业
创业板,苏州科德教育科技股份有限公司,300192,科德教育,2011-03-22,C 制造业
创业板,深圳市佳士科技股份有限公司,300193,佳士科技,2011-03-22,C 制造业
创业板,福安药业（集团）股份有限公司,300194,福安药业,2011-03-22,C 制造业
创业板,天津长荣科技集团股份有限公司,300195,长荣股份,2011-03-29,C 制造业
创业板,江苏长海复合材料股份有限公司,300196,长海股份,2011-03-29,C 制造业
创业板,深圳市铁汉生态环境股份有限公司,300197,铁汉生态,2011-03-29,N 公共环保
创业板,福建纳川管材科技股份有限公司,300198,纳川股份,2011-04-07,C 制造业
创业板,深圳翰宇药业股份有限公司,300199,翰宇药业,2011-04-07,C 制造业
创业板,北京高盟新材料股份有限公司,300200,高盟新材,2011-04-07,C 制造业
创业板,徐州海伦哲专用车辆股份有限公司,300201,海伦哲,2011-04-07,C 制造业
创业板,聚龙股份有限公司,300202,聚龙股份,2011-04-15,C 制造业
创业板,聚光科技（杭州）股份有限公司,300203,聚光科技,2011-04-15,C 制造业
创业板,舒泰神(北京)生物制药股份有限公司,300204,舒泰神,2011-04-15,C 制造业
创业板,武汉天喻信息产业股份有限公司,300205,天喻信息,2011-04-21,C 制造业
创业板,深圳市理邦精密仪器股份有限公司,300206,理邦仪器,2011-04-21,C 制造业
创业板,欣旺达电子股份有限公司,300207,欣旺达,2011-04-21,C 制造业
创业板,青岛中资中程集团股份有限公司,300208,青岛中程,2011-04-26,C 制造业
创业板,天泽信息产业股份有限公司,300209,天泽信息,2011-04-26,I 信息技术
创业板,鞍山森远路桥股份有限公司,300210,森远股份,2011-04-26,C 制造业
创业板,江苏亿通高科技股份有限公司,300211,亿通科技,2011-05-05,C 制造业
创业板,北京易华录信息技术股份有限公司,300212,易华录,2011-05-05,I 信息技术
创业板,北京佳讯飞鸿电气股份有限公司,300213,佳讯飞鸿,2011-05-05,C 制造业
创业板,山东日科化学股份有限公司,300214,日科化学,2011-05-11,C 制造业
创业板,苏州电器科学研究院股份有限公司,300215,电科院,2011-05-11,M 科研服务
创业板,镇江东方电热科技股份有限公司,300217,东方电热,2011-05-18,C 制造业
创业板,安徽安利材料科技股份有限公司,300218,安利股份,2011-05-18,C 制造业
创业板,鸿利智汇集团股份有限公司,300219,鸿利智汇,2011-05-18,C 制造业
创业板,武汉金运激光股份有限公司,300220,金运激光,2011-05-25,C 制造业
创业板,广东银禧科技股份有限公司,300221,银禧科技,2011-05-25,C 制造业
创业板,科大智能科技股份有限公司,300222,科大智能,2011-05-25,C 制造业
创业板,北京君正集成电路股份有限公司,300223,北京君正,2011-05-31,C 制造业
创业板,烟台正海磁性材料股份有限公司,300224,正海磁材,2011-05-31,C 制造业
创业板,上海金力泰化工股份有限公司,300225,金力泰,2011-05-31,C 制造业
创业板,上海钢联电子商务股份有限公司,300226,上海钢联,2011-06-08,I 信息技术
创业板,深圳光韵达光电科技股份有限公司,300227,光韵达,2011-06-08,C 制造业
创业板,张家港富瑞特种装备股份有限公司,300228,富瑞特装,2011-06-08,C 制造业
创业板,拓尔思信息技术股份有限公司,300229,拓尔思,2011-06-15,I 信息技术
创业板,上海永利带业股份有限公司,300230,永利股份,2011-06-15,C 制造业
创业板,北京银信长远科技股份有限公司,300231,银信科技,2011-06-15,I 信息技术
创业板,深圳市洲明科技股份有限公司,300232,洲明科技,2011-06-22,C 制造业
创业板,山东金城医药集团股份有限公司,300233,金城医药,2011-06-22,C 制造业
创业板,浙江开尔新材料股份有限公司,300234,开尔新材,2011-06-22,C 制造业
创业板,深圳市方直科技股份有限公司,300235,方直科技,2011-06-29,I 信息技术
创业板,上海新阳半导体材料股份有限公司,300236,上海新阳,2011-06-29,C 制造业
创业板,山东美晨生态环境股份有限公司,300237,美晨生态,2011-06-29,E 建筑业
创业板,冠昊生物科技股份有限公司,300238,冠昊生物,2011-07-06,C 制造业
创业板,包头东宝生物技术股份有限公司,300239,东宝生物,2011-07-06,C 制造业
创业板,江苏飞力达国际物流股份有限公司,300240,飞力达,2011-07-06,G 运输仓储
创业板,深圳市瑞丰光电子股份有限公司,300241,瑞丰光电,2011-07-12,C 制造业
创业板,广东佳兆业佳云科技股份有限公司,300242,佳云科技,2011-07-12,I 信息技术
创业板,山东瑞丰高分子材料股份有限公司,300243,瑞丰高材,2011-07-12,C 制造业
创业板,迪安诊断技术集团股份有限公司,300244,迪安诊断,2011-07-19,Q 卫生
创业板,上海天玑科技股份有限公司,300245,天玑科技,2011-07-19,I 信息技术
创业板,广东宝莱特医用科技股份有限公司,300246,宝莱特,2011-07-19,C 制造业
创业板,融捷健康科技股份有限公司,300247,融捷健康,2011-07-29,C 制造业
创业板,新开普电子股份有限公司,300248,新开普,2011-07-29,I 信息技术
创业板,依米康科技集团股份有限公司,300249,依米康,2011-08-03,I 信息技术
创业板,杭州初灵信息技术股份有限公司,300250,初灵信息,2011-08-03,I 信息技术
创业板,北京光线传媒股份有限公司,300251,光线传媒,2011-08-03,R 文化传播
创业板,深圳金信诺高新技术股份有限公司,300252,金信诺,2011-08-18,C 制造业
创业板,卫宁健康科技集团股份有限公司,300253,卫宁健康,2011-08-18,I 信息技术
创业板,山西仟源医药集团股份有限公司,300254,仟源医药,2011-08-19,C 制造业
创业板,河北常山生化药业股份有限公司,300255,常山药业,2011-08-19,C 制造业
创业板,浙江星星科技股份有限公司,300256,星星科技,2011-08-19,C 制造业
创业板,浙江开山压缩机股份有限公司,300257,开山股份,2011-08-19,C 制造业
创业板,江苏太平洋精锻科技股份有限公司,300258,精锻科技,2011-08-26,C 制造业
创业板,新天科技股份有限公司,300259,新天科技,2011-08-31,C 制造业
创业板,昆山新莱洁净应用材料股份有限公司,300260,新莱应材,2011-09-06,C 制造业
创业板,雅本化学股份有限公司,300261,雅本化学,2011-09-06,C 制造业
创业板,上海巴安水务股份有限公司,300262,巴安水务,2011-09-16,N 公共环保
